Gebietseinheit,Aufenthaltstitel,GeoCode,Value
Schaumburg,Aufenthaltsgestattung zum Asylverfahren,K03257,890
Statistische Region Hannover,Aufenthaltsgestattung zum Asylverfahren,K032,8570
Celle,Aufenthaltsgestattung zum Asylverfahren,K03351,645
Cuxhaven,Aufenthaltsgestattung zum Asylverfahren,K03352,640
Harburg,Aufenthaltsgestattung zum Asylverfahren,K03353,1105
Lüchow-Dannenberg,Aufenthaltsgestattung zum Asylverfahren,K03354,155
Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K03355,680
Osterholz,Aufenthaltsgestattung zum Asylverfahren,K03356,330
Rotenburg (Wümme),Aufenthaltsgestattung zum Asylverfahren,K03357,585
Heidekreis,Aufenthaltsgestattung zum Asylverfahren,K03358,345
Stade,Aufenthaltsgestattung zum Asylverfahren,K03359,930
Uelzen,Aufenthaltsgestattung zum Asylverfahren,K03360,235
Verden,Aufenthaltsgestattung zum Asylverfahren,K03361,700
Statistische Region Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K033,6350
Delmenhorst.Stadt,Aufenthaltsgestattung zum Asylverfahren,K03401,350
Emden Stadt,Aufenthaltsgestattung zum Asylverfahren,K03402,220
Oldenburg (Oldb) Stadt,Aufenthaltsgestattung zum Asylverfahren,K03403,665
Osnabrück Stadt,Aufenthaltsgestattung zum Asylverfahren,K03404,970
Wilhelmshaven Stadt,Aufenthaltsgestattung zum Asylverfahren,K03405,215
Ammerland,Aufenthaltsgestattung zum Asylverfahren,K03451,570
Aurich,Aufenthaltsgestattung zum Asylverfahren,K03452,665
Cloppenburg,Aufenthaltsgestattung zum Asylverfahren,K03453,630
Emsland,Aufenthaltsgestattung zum Asylverfahren,K03454,1265
Friesland,Aufenthaltsgestattung zum Asylverfahren,K03455,305
Grafschaft Bentheim,Aufenthaltsgestattung zum Asylverfahren,K03456,375
Leer,Aufenthaltsgestattung zum Asylverfahren,K03457,740
Oldenburg,Aufenthaltsgestattung zum Asylverfahren,K03458,360
Osnabrück,Aufenthaltsgestattung zum Asylverfahren,K03459,1130
Vechta,Aufenthaltsgestattung zum Asylverfahren,K03460,365
Wesermarsch,Aufenthaltsgestattung zum Asylverfahren,K03461,395
Wittmund,Aufenthaltsgestattung zum Asylverfahren,K03462,160
Statistische Region Weser-Ems,Aufenthaltsgestattung zum Asylverfahren,K034,9385
Niedersachsen,Aufenthaltsgestattung zum Asylverfahren,K030,30990
Braunschweig Stadt,Aufenthaltsgestattung zum Asylverfahren,K03101,1480
Salzgitter Stadt,Aufenthaltsgestattung zum Asylverfahren,K03102,1000
Wolfsburg Stadt,Aufenthaltsgestattung zum Asylverfahren,K03103,925
Gifhorn,Aufenthaltsgestattung zum Asylverfahren,K03151,1175
Goslar,Aufenthaltsgestattung zum Asylverfahren,K03153,920
Helmstedt,Aufenthaltsgestattung zum Asylverfahren,K03154,810
Northeim,Aufenthaltsgestattung zum Asylverfahren,K03155,895
Peine,Aufenthaltsgestattung zum Asylverfahren,K03157,1060
Wolfenbüttel,Aufenthaltsgestattung zum Asylverfahren,K03158,2345
Statistische Region Braunschweig,Aufenthaltsgestattung zum Asylverfahren,K031,11535
Hannover Region,Aufenthaltsgestattung zum Asylverfahren,K03241,6635
Hannover Landeshauptstadt,Aufenthaltsgestattung zum Asylverfahren,K03241001,2570
Diepholz,Aufenthaltsgestattung zum Asylverfahren,K03251,1500
Hameln-Pyrmont,Aufenthaltsgestattung zum Asylverfahren,K03252,1300
Hildesheim,Aufenthaltsgestattung zum Asylverfahren,K03254,1955
Holzminden,Aufenthaltsgestattung zum Asylverfahren,K03255,710
Nienburg (Weser),Aufenthaltsgestattung zum Asylverfahren,K03256,1465
Schaumburg,Aufenthaltsgestattung zum Asylverfahren,K03257,1495
Statistische Region Hannover,Aufenthaltsgestattung zum Asylverfahren,K032,15060
Celle,Aufenthaltsgestattung zum Asylverfahren,K03351,1195
Cuxhaven,Aufenthaltsgestattung zum Asylverfahren,K03352,1090
Harburg,Aufenthaltsgestattung zum Asylverfahren,K03353,1765
Lüchow-Dannenberg,Aufenthaltsgestattung zum Asylverfahren,K03354,260
Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K03355,1200
Osterholz,Aufenthaltsgestattung zum Asylverfahren,K03356,640
Rotenburg (Wümme),Aufenthaltsgestattung zum Asylverfahren,K03357,955
Heidekreis,Aufenthaltsgestattung zum Asylverfahren,K03358,835
Stade,Aufenthaltsgestattung zum Asylverfahren,K03359,1760
Uelzen,Aufenthaltsgestattung zum Asylverfahren,K03360,475
Verden,Aufenthaltsgestattung zum Asylverfahren,K03361,985
Statistische Region Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K033,11155
Delmenhorst.Stadt,Aufenthaltsgestattung zum Asylverfahren,K03401,580
Emden Stadt,Aufenthaltsgestattung zum Asylverfahren,K03402,355
Oldenburg (Oldb) Stadt,Aufenthaltsgestattung zum Asylverfahren,K03403,900
Osnabrück Stadt,Aufenthaltsgestattung zum Asylverfahren,K03404,1065
Wilhelmshaven Stadt,Aufenthaltsgestattung zum Asylverfahren,K03405,435
Ammerland,Aufenthaltsgestattung zum Asylverfahren,K03451,940
Aurich,Aufenthaltsgestattung zum Asylverfahren,K03452,1170
Cloppenburg,Aufenthaltsgestattung zum Asylverfahren,K03453,825
Emsland,Aufenthaltsgestattung zum Asylverfahren,K03454,1835
Friesland,Aufenthaltsgestattung zum Asylverfahren,K03455,625
Grafschaft Bentheim,Aufenthaltsgestattung zum Asylverfahren,K03456,670
Leer,Aufenthaltsgestattung zum Asylverfahren,K03457,1265
Oldenburg,Aufenthaltsgestattung zum Asylverfahren,K03458,690
Osnabrück,Aufenthaltsgestattung zum Asylverfahren,K03459,1325
Vechta,Aufenthaltsgestattung zum Asylverfahren,K03460,555
Wesermarsch,Aufenthaltsgestattung zum Asylverfahren,K03461,660
Wittmund,Aufenthaltsgestattung zum Asylverfahren,K03462,245
Statistische Region Weser-Ems,Aufenthaltsgestattung zum Asylverfahren,K034,14140
Niedersachsen,Aufenthaltsgestattung zum Asylverfahren,K030,51890
Braunschweig Stadt,Aufenthaltsgestattung zum Asylverfahren,K03101,1588
Salzgitter Stadt,Aufenthaltsgestattung zum Asylverfahren,K03102,402
Wolfsburg Stadt,Aufenthaltsgestattung zum Asylverfahren,K03103,518
Gifhorn,Aufenthaltsgestattung zum Asylverfahren,K03151,439
Goslar,Aufenthaltsgestattung zum Asylverfahren,K03153,498
Helmstedt,Aufenthaltsgestattung zum Asylverfahren,K03154,479
Northeim,Aufenthaltsgestattung zum Asylverfahren,K03155,454
Peine,Aufenthaltsgestattung zum Asylverfahren,K03157,606
Wolfenbüttel,Aufenthaltsgestattung zum Asylverfahren,K03158,514
Statistische Region Braunschweig,Aufenthaltsgestattung zum Asylverfahren,K031,6671
Hannover Region,Aufenthaltsgestattung zum Asylverfahren,K03241,4141
Hannover Landeshauptstadt,Aufenthaltsgestattung zum Asylverfahren,K03241001,1672
Diepholz,Aufenthaltsgestattung zum Asylverfahren,K03251,663
Hameln-Pyrmont,Aufenthaltsgestattung zum Asylverfahren,K03252,583
Hildesheim,Aufenthaltsgestattung zum Asylverfahren,K03254,910
Holzminden,Aufenthaltsgestattung zum Asylverfahren,K03255,347
Nienburg (Weser),Aufenthaltsgestattung zum Asylverfahren,K03256,296
Schaumburg,Aufenthaltsgestattung zum Asylverfahren,K03257,460
Statistische Region Hannover,Aufenthaltsgestattung zum Asylverfahren,K032,7400
Celle,Aufenthaltsgestattung zum Asylverfahren,K03351,638
Cuxhaven,Aufenthaltsgestattung zum Asylverfahren,K03352,601
Harburg,Aufenthaltsgestattung zum Asylverfahren,K03353,919
Lüchow-Dannenberg,Aufenthaltsgestattung zum Asylverfahren,K03354,184
Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K03355,781
Osterholz,Aufenthaltsgestattung zum Asylverfahren,K03356,324
Rotenburg (Wümme),Aufenthaltsgestattung zum Asylverfahren,K03357,626
Heidekreis,Aufenthaltsgestattung zum Asylverfahren,K03358,650
Stade,Aufenthaltsgestattung zum Asylverfahren,K03359,756
Uelzen,Aufenthaltsgestattung zum Asylverfahren,K03360,280
Verden,Aufenthaltsgestattung zum Asylverfahren,K03361,385
Statistische Region Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K033,6144
Delmenhorst.Stadt,Aufenthaltsgestattung zum Asylverfahren,K03401,211
Emden Stadt,Aufenthaltsgestattung zum Asylverfahren,K03402,101
Oldenburg (Oldb) Stadt,Aufenthaltsgestattung zum Asylverfahren,K03403,642
Osnabrück Stadt,Aufenthaltsgestattung zum Asylverfahren,K03404,325
Wilhelmshaven Stadt,Aufenthaltsgestattung zum Asylverfahren,K03405,334
Ammerland,Aufenthaltsgestattung zum Asylverfahren,K03451,399
Aurich,Aufenthaltsgestattung zum Asylverfahren,K03452,705
Cloppenburg,Aufenthaltsgestattung zum Asylverfahren,K03453,408
Emsland,Aufenthaltsgestattung zum Asylverfahren,K03454,797
Friesland,Aufenthaltsgestattung zum Asylverfahren,K03455,318
Grafschaft Bentheim,Aufenthaltsgestattung zum Asylverfahren,K03456,398
Leer,Aufenthaltsgestattung zum Asylverfahren,K03457,540
Oldenburg,Aufenthaltsgestattung zum Asylverfahren,K03458,363
Osnabrück,Aufenthaltsgestattung zum Asylverfahren,K03459,362
Vechta,Aufenthaltsgestattung zum Asylverfahren,K03460,283
Wesermarsch,Aufenthaltsgestattung zum Asylverfahren,K03461,376
Wittmund,Aufenthaltsgestattung zum Asylverfahren,K03462,126
Statistische Region Weser-Ems,Aufenthaltsgestattung zum Asylverfahren,K034,6688
Niedersachsen,Aufenthaltsgestattung zum Asylverfahren,K030,26903
Braunschweig Stadt,Duldung,K03101,480
Salzgitter Stadt,Duldung,K03102,225
Wolfsburg Stadt,Duldung,K03103,385
Gifhorn,Duldung,K03151,405
Goslar,Duldung,K03153,345
Helmstedt,Duldung,K03154,270
Northeim,Duldung,K03155,305
Peine,Duldung,K03157,280
Wolfenbüttel,Duldung,K03158,370
Göttingen,Duldung,K03159,1110
Statistische Region Braunschweig,Duldung,K031,4165
Hannover Region,Duldung,K03241,2845
Hannover Landeshauptstadt,Duldung,K03241001,1365
Diepholz,Duldung,K03251,625
Hameln-Pyrmont,Duldung,K03252,450
Hildesheim,Duldung,K03254,645
Holzminden,Duldung,K03255,100
Nienburg (Weser),Duldung,K03256,295
Schaumburg,Duldung,K03257,530
Statistische Region Hannover,Duldung,K032,5490
Celle,Duldung,K03351,375
Cuxhaven,Duldung,K03352,385
Harburg,Duldung,K03353,975
Lüchow-Dannenberg,Duldung,K03354,85
Lüneburg,Duldung,K03355,400
Osterholz,Duldung,K03356,195
Rotenburg (Wümme),Duldung,K03357,335
Heidekreis,Duldung,K03358,265
Stade,Duldung,K03359,555
Uelzen,Duldung,K03360,150
Verden,Duldung,K03361,240
Statistische Region Lüneburg,Duldung,K033,3955
Delmenhorst.Stadt,Duldung,K03401,155
Emden Stadt,Duldung,K03402,115
Oldenburg (Oldb) Stadt,Duldung,K03403,270
Osnabrück Stadt,Duldung,K03404,555
Wilhelmshaven Stadt,Duldung,K03405,180
Ammerland,Duldung,K03451,195
Aurich,Duldung,K03452,455
Cloppenburg,Duldung,K03453,240
Emsland,Duldung,K03454,730
Friesland,Duldung,K03455,300
Grafschaft Bentheim,Duldung,K03456,365
Leer,Duldung,K03457,470
Oldenburg,Duldung,K03458,160
Osnabrück,Duldung,K03459,675
Vechta,Duldung,K03460,175
Wesermarsch,Duldung,K03461,275
Wittmund,Duldung,K03462,125
Statistische Region Weser-Ems,Duldung,K034,5440
Niedersachsen,Duldung,K030,19055
Braunschweig Stadt,Duldung,K03101,430
Salzgitter Stadt,Duldung,K03102,185
Wolfsburg Stadt,Duldung,K03103,300
Gifhorn,Duldung,K03151,345
Göttingen,Duldung,K03159,345
Goslar,Duldung,K03153,275
Helmstedt,Duldung,K03154,330
Northeim,Duldung,K03155,230
Peine,Duldung,K03157,320
Wolfenbüttel,Duldung,K03158,1040
Statistische Region Braunschweig,Duldung,K031,3800
Hannover Region,Duldung,K03241,2810
Hannover Landeshauptstadt,Duldung,K03241001,1295
Diepholz,Duldung,K03251,585
Hameln-Pyrmont,Duldung,K03252,425
Hildesheim,Duldung,K03254,635
Holzminden,Duldung,K03255,90
Nienburg (Weser),Duldung,K03256,275
Schaumburg,Duldung,K03257,520
Statistische Region Hannover,Duldung,K032,5335
Celle,Duldung,K03351,340
Cuxhaven,Duldung,K03352,360
Harburg,Duldung,K03353,790
Lüchow-Dannenberg,Duldung,K03354,85
Lüneburg,Duldung,K03355,370
Osterholz,Duldung,K03356,225
Rotenburg (Wümme),Duldung,K03357,300
Heidekreis,Duldung,K03358,260
Stade,Duldung,K03359,550
Uelzen,Duldung,K03360,140
Verden,Duldung,K03361,220
Statistische Region Lüneburg,Duldung,K033,3640
Delmenhorst.Stadt,Duldung,K03401,135
Emden Stadt,Duldung,K03402,110
Oldenburg (Oldb) Stadt,Duldung,K03403,230
Osnabrück Stadt,Duldung,K03404,615
Wilhelmshaven Stadt,Duldung,K03405,165
Ammerland,Duldung,K03451,175
Aurich,Duldung,K03452,410
Cloppenburg,Duldung,K03453,215
Emsland,Duldung,K03454,690
Friesland,Duldung,K03455,285
Grafschaft Bentheim,Duldung,K03456,320
Leer,Duldung,K03457,335
Oldenburg,Duldung,K03458,140
Osnabrück,Duldung,K03459,585
Vechta,Duldung,K03460,150
Wesermarsch,Duldung,K03461,265
Wittmund,Duldung,K03462,100
Statistische Region Weser-Ems,Duldung,K034,4925
Niedersachsen,Duldung,K030,17700
Braunschweig Stadt,Duldung,K03101,355
Salzgitter Stadt,Duldung,K03102,205
Wolfsburg Stadt,Duldung,K03103,225
Gifhorn,Duldung,K03151,250
Göttingen,Duldung,K03159,330
Goslar,Duldung,K03153,310
Helmstedt,Duldung,K03154,295
Northeim,Duldung,K03155,245
Peine,Duldung,K03157,305
Wolfenbüttel,Duldung,K03158,950
Statistische Region Braunschweig,Duldung,K031,3475
Hannover Region,Duldung,K03241,2615
Hannover Landeshauptstadt,Duldung,K03241001,1115
Diepholz,Duldung,K03251,565
Hameln-Pyrmont,Duldung,K03252,375
Hildesheim,Duldung,K03254,545
Holzminden,Duldung,K03255,85
Nienburg (Weser),Duldung,K03256,225
Schaumburg,Duldung,K03257,475
Statistische Region Hannover,Duldung,K032,4885
Celle,Duldung,K03351,320
Cuxhaven,Duldung,K03352,360
Harburg,Duldung,K03353,655
Lüchow-Dannenberg,Duldung,K03354,90
Lüneburg,Duldung,K03355,360
Osterholz,Duldung,K03356,240
Rotenburg (Wümme),Duldung,K03357,360
Heidekreis,Duldung,K03358,280
Stade,Duldung,K03359,620
Uelzen,Duldung,K03360,150
Verden,Duldung,K03361,245
Statistische Region Lüneburg,Duldung,K033,3680
Delmenhorst.Stadt,Duldung,K03401,130
Emden Stadt,Duldung,K03402,115
Oldenburg (Oldb) Stadt,Duldung,K03403,260
Osnabrück Stadt,Duldung,K03404,495
Wilhelmshaven Stadt,Duldung,K03405,210
Ammerland,Duldung,K03451,135
Aurich,Duldung,K03452,405
Cloppenburg,Duldung,K03453,135
Emsland,Duldung,K03454,645
Friesland,Duldung,K03455,285
Grafschaft Bentheim,Duldung,K03456,315
Leer,Duldung,K03457,200
Oldenburg,Duldung,K03458,155
Osnabrück,Duldung,K03459,665
Vechta,Duldung,K03460,135
Wesermarsch,Duldung,K03461,220
Wittmund,Duldung,K03462,115
Statistische Region Weser-Ems,Duldung,K034,4625
Niedersachsen,Duldung,K030,16665
Braunschweig Stadt,Duldung,K03101,235
Salzgitter Stadt,Duldung,K03102,195
Wolfsburg Stadt,Duldung,K03103,235
Gifhorn,Duldung,K03151,230
Goslar,Duldung,K03153,275
Helmstedt,Duldung,K03154,290
Northeim,Duldung,K03155,280
Peine,Duldung,K03157,260
Wolfenbüttel,Duldung,K03158,910
Statistische Region Braunschweig,Duldung,K031,3180
Hannover Region,Duldung,K03241,2600
Hannover Landeshauptstadt,Duldung,K03241001,1155
Diepholz,Duldung,K03251,460
Hameln-Pyrmont,Duldung,K03252,305
Hildesheim,Duldung,K03254,520
Holzminden,Duldung,K03255,50
Nienburg (Weser),Duldung,K03256,125
Schaumburg,Duldung,K03257,365
Statistische Region Hannover,Duldung,K032,4425
Celle,Duldung,K03351,295
Cuxhaven,Duldung,K03352,335
Harburg,Duldung,K03353,450
Lüchow-Dannenberg,Duldung,K03354,120
Lüneburg,Duldung,K03355,370
Osterholz,Duldung,K03356,275
Rotenburg (Wümme),Duldung,K03357,355
Heidekreis,Duldung,K03358,275
Stade,Duldung,K03359,680
Uelzen,Duldung,K03360,165
Verden,Duldung,K03361,220
Statistische Region Lüneburg,Duldung,K033,3535
Delmenhorst.Stadt,Duldung,K03401,140
Emden Stadt,Duldung,K03402,140
Oldenburg (Oldb) Stadt,Duldung,K03403,260
Osnabrück Stadt,Duldung,K03404,350
Wilhelmshaven Stadt,Duldung,K03405,210
Ammerland,Duldung,K03451,130
Aurich,Duldung,K03452,400
Cloppenburg,Duldung,K03453,145
Emsland,Duldung,K03454,635
Friesland,Duldung,K03455,245
Grafschaft Bentheim,Duldung,K03456,360
Leer,Duldung,K03457,205
Oldenburg,Duldung,K03458,140
Osnabrück,Duldung,K03459,495
Vechta,Duldung,K03460,150
Wesermarsch,Duldung,K03461,200
Wittmund,Duldung,K03462,130
Statistische Region Weser-Ems,Duldung,K034,4330
Niedersachsen,Duldung,K030,15475
Braunschweig Stadt,Duldung,K03101,106
Salzgitter Stadt,Duldung,K03102,197
Wolfsburg Stadt,Duldung,K03103,215
Gifhorn,Duldung,K03151,350
Goslar,Duldung,K03153,259
Helmstedt,Duldung,K03154,212
Northeim,Duldung,K03155,286
Peine,Duldung,K03157,307
Wolfenbüttel,Duldung,K03158,233
Statistische Region Braunschweig,Duldung,K031,3048
Hannover Region,Duldung,K03241,2806
Hannover Landeshauptstadt,Duldung,K03241001,1520
Diepholz,Duldung,K03251,482
Hameln-Pyrmont,Duldung,K03252,308
Hildesheim,Duldung,K03254,470
Holzminden,Duldung,K03255,60
Nienburg (Weser),Duldung,K03256,95
Schaumburg,Duldung,K03257,344
Statistische Region Hannover,Duldung,K032,4565
Celle,Duldung,K03351,233
Cuxhaven,Duldung,K03352,391
Harburg,Duldung,K03353,395
Lüchow-Dannenberg,Duldung,K03354,135
Lüneburg,Duldung,K03355,407
Osterholz,Duldung,K03356,231
Rotenburg (Wümme),Duldung,K03357,121
Heidekreis,Duldung,K03358,231
Stade,Duldung,K03359,569
Uelzen,Duldung,K03360,185
Verden,Duldung,K03361,252
Statistische Region Lüneburg,Duldung,K033,3150
Delmenhorst.Stadt,Duldung,K03401,145
Emden Stadt,Duldung,K03402,147
Oldenburg (Oldb) Stadt,Duldung,K03403,129
Osnabrück Stadt,Duldung,K03404,304
Wilhelmshaven Stadt,Duldung,K03405,191
Ammerland,Duldung,K03451,208
Aurich,Duldung,K03452,373
Cloppenburg,Duldung,K03453,231
Emsland,Duldung,K03454,711
Friesland,Duldung,K03455,210
Grafschaft Bentheim,Duldung,K03456,368
Leer,Duldung,K03457,142
Oldenburg,Duldung,K03458,196
Osnabrück,Duldung,K03459,415
Vechta,Duldung,K03460,152
Wesermarsch,Duldung,K03461,164
Wittmund,Duldung,K03462,118
Statistische Region Weser-Ems,Duldung,K034,4204
Niedersachsen,Duldung,K030,14967
Braunschweig Stadt,Familiennachzug,K03101,90
Salzgitter Stadt,Familiennachzug,K03102,5
Wolfsburg Stadt,Familiennachzug,K03103,10
Gifhorn,Familiennachzug,K03151,10
Goslar,Familiennachzug,K03153,30
Helmstedt,Familiennachzug,K03154,15
Northeim,Familiennachzug,K03155,0
Peine,Familiennachzug,K03157,40
Wolfenbüttel,Familiennachzug,K03158,5
Göttingen,Familiennachzug,K03159,60
Statistische Region Braunschweig,Familiennachzug,K031,260
Hannover Region,Familiennachzug,K03241,850
Hannover Landeshauptstadt,Familiennachzug,K03241001,610
Diepholz,Familiennachzug,K03251,0
Hameln-Pyrmont,Familiennachzug,K03252,5
Hildesheim,Familiennachzug,K03254,20
Holzminden,Familiennachzug,K03255,0
Nienburg (Weser),Familiennachzug,K03256,5
